v1,v2
ham,"Dear, will call Tmorrow.pls accomodate."
ham,Thats cool. i liked your photos. You are very sexy!
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,I'm fine. Hope you are also
ham,I dun believe u. I thk u told him.
ham,Dude just saw a parked car with its sunroof popped up. Sux
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
ham,Just sleeping..and surfing
ham,Tell them no need to investigate about me anywhere.
ham,Yo sorry was in the shower sup
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
ham,... Are you in the pub?
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
ham,K k:) sms chat with me.
ham,ILL B DOWN SOON
ham,If you have belive me. Come to my home.
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham,With my sis lor... We juz watched italian job.
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
ham,I have to take exam with in march 3
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,Hi:)cts employee how are you?
ham,"Sorry, I'll call later"
ham,What type of stuff do you sing?
spam,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 "
ham,Short But Cute: \Be a good person
ham,Dear are you angry i was busy dear
ham,Don know:)this week i'm going to tirunelvai da.
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,S..antha num corrct dane
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
ham,Yup i thk so until e shop closes lor.
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
ham,You will be in the place of that man
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,K..k:)where are you?how did you performed?
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,Is there any training tomorrow?
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
ham,Ok i am on the way to home hi hi
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
ham,Haha... can... But i'm having dinner with my cousin...
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham,U 2.
ham,Asking do u knw them or nt? May be ur frnds or classmates?
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
ham,He remains a bro amongst bros
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,I've got it down to a tea. not sure which flavour
ham,Waiting for your call.
ham,Hey... Very inconvenient for your sis a not huh?
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
ham,Leave it. U will always be ignorant.
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
ham,Ok. Very good. Its all about making that money.
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham,So i could kiss and feel you next to me...
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,Alright i have a new goal now
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,Nt yet chikku..simple habba..hw abt u?
ham,I am not sure about night menu. . . I know only about noon menu
ham,I am going to film 2day da. At 6pm. Sorry da.
ham,Why do you ask princess?
ham,You still around? Looking to pick up later
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
ham, and  picking them up from various points
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
ham,Ok. I asked for money how far
ham,I'm home. Ard wat time will u reach?
ham,4 oclock at mine. Just to bash out a flat plan.
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,You will go to walmart. I.ll stay.
ham,I anything lor.
ham,Raviyog Peripherals bhayandar east
ham,You've always been the brainy one.
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
ham,Yup i'm free...
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,I think asking for a gym is the excuse for lazy people. I jog.
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
ham,K...k:)why cant you come here and search job:)
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Wot is u up 2 then bitch?
ham,"Nothing, i got msg frm tht unknown no.."
ham,Still otside le..u come 2morrow maga..
ham,Call me when you get the chance plz &lt;3
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
ham,I've told him that i've returned it. That should i re order it.
ham,ÌÏ all write or wat..
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,I am on the way to tirupur.
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,Oooh I got plenty of those!
ham,You best watch what you say cause I get drunk as a motherfucker
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,Good morning princess! Have a great day!
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
ham,"Ta-Daaaaa! I am home babe, are you still up ?"
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,I dont thnk its a wrong calling between us
ham,Okie
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,Got smaller capacity one? Quite ex...
ham,"Just looked it up and addie goes back Monday, sucks to be her"
ham,"Cool, text me when you're ready"
ham,No. I dont want to hear anything
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
ham,I accidentally brought em home in the box
ham,No break time one... How... I come out n get my stuff fr Ì_?
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,Did he just say somebody is named tampa
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
ham,"Didn't try, g and I decided not to head out"
ham,Don no da:)whats you plan?
ham,Glad to see your reply.
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
